year,round,category_encoded,institute_type_encoded,actual_closing_rank,predicted_closing_rank,residual,abs_error,pct_error,opening_rank,category_str,institute_type_str,institute_type,category,closing_rank,institute,program,quota,gender,std_dev,admission_probability,ci_lower_5,expected_cutoff_50,ci_upper_95,margin,margin_score,recommendation_score
2025,6,1,3,30844.0,30843,0.6339955110415758,0.6339955110415758,0.0020554905688029,23209,OBC-NCL,NIT,NIT,Safe,30844,"National Institute of Technology, Silchar",Electronics and Instrumentation Engineering,HS,Gender-Neutral,100.0,1.0,30678.466032478806,30841.034028885908,31018.419197057865,15843,0.5136659857990468,110.27331971598093
2025,6,1,3,27441.0,27441,0.3808599329349817,0.3808599329349817,0.0013879229362449,27441,OBC-NCL,NIT,NIT,Safe,27441,National Institute of Technology Goa,Electrical and Electronics Engineering,HS,Gender-Neutral,100.0,1.0,27284.826876069317,27444.945517199936,27603.58330843713,12441,0.45337269049961737,109.06745380999234
2025,6,1,3,25114.0,25113,0.5490308803018706,0.5490308803018706,0.0021861546559762,23783,OBC-NCL,NIT,NIT,Safe,25114,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and VLSI Engineering,HS,Gender-Neutral,100.0,1.0,24945.25640054975,25105.917939221676,25264.399300475055,10113,0.40269979691793095,108.05399593835863
2025,6,1,3,23520.0,23520,0.2544886608229717,0.2544886608229717,0.0010820096123425,9081,OBC-NCL,NIT,NIT,Safe,23520,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and Communication Engineering,HS,Gender-Neutral,100.0,1.0,23344.430112158832,23518.80942529232,23683.397069292736,8520,0.3622448979591837,107.24489795918367
2025,6,1,3,22828.0,22828,0.2935758139137761,0.2935758139137761,0.0012860338790685,13553,OBC-NCL,NIT,NIT,Safe,22828,"National Institute of Technology, Silchar",Electronics and Communication Engineering,HS,Gender-Neutral,100.0,1.0,22661.87993769569,22820.4976032748,22990.551754380238,7828,0.34291221307166636,106.85824426143333
2025,6,1,3,21307.0,21307,0.2723938342714973,0.2723938342714973,0.0012784241529614,19591,OBC-NCL,NIT,NIT,Safe,21307,"National Institute of Technology, Uttarakhand",Electrical and Electronics Engineering,HS,Gender-Neutral,100.0,1.0,21150.982389865356,21307.72788524645,21469.87593887505,6307,0.2960060074154034,105.92012014830807
2025,6,1,3,20787.0,20787,0.1338559445503051,0.1338559445503051,0.0006439406578645,20787,OBC-NCL,NIT,NIT,Safe,20787,National Institute of Technology Goa,Electronics and Communication Engineering,HS,Gender-Neutral,100.0,1.0,20618.625813792143,20787.61683983919,20947.62452109601,5787,0.2783951508154135,105.56790301630826
2025,6,1,3,19587.0,19587,0.165583984577097,0.165583984577097,0.0008453769570485,18302,OBC-NCL,NIT,NIT,Safe,19587,"National Institute of Technology, Uttarakhand",Electronics and Communication Engineering,HS,Gender-Neutral,100.0,1.0,19428.624670003293,19583.994102231274,19752.646429207212,4587,0.23418593965385204,104.68371879307705
2025,6,1,3,16313.0,16313,0.0790709762950427,0.0790709762950427,0.0004847114344084,15826,OBC-NCL,NIT,NIT,Safe,16313,National Institute of Technology Nagaland,Electronics and Instrumentation Engineering,OS,Gender-Neutral,100.0,1.0,16152.719431994967,16314.93426091162,16472.676398092197,1313,0.08048795439220253,101.60975908784405
2025,6,1,3,16006.0,16006,0.0559889654032303,0.0559889654032303,0.0003497998588231,15105,OBC-NCL,NIT,NIT,Safe,16006,National Institute of Technology Nagaland,Electrical and Electronics Engineering,OS,Gender-Neutral,100.0,1.0,15837.133241423047,16006.111537365816,16181.960253289923,1006,0.06285143071348244,101.25702861426964
2025,6,1,3,14702.0,14702,-0.0152109625778393,0.0152109625778393,0.0001034618594602,12162,OBC-NCL,NIT,NIT,Ambitious,14702,National Institute of Technology Raipur,Electronics and Communication Engineering,HS,Gender-Neutral,100.0,0.001,14532.0965471839,14705.705358447925,14868.724453813184,-298,-0.020269351108692695,-0.30538702217385394
2025,6,1,3,13901.0,13901,-0.0315332099435181,0.0315332099435181,0.0002268413059745,13528,OBC-NCL,NIT,NIT,Ambitious,13901,National Institute of Technology Nagaland,Electronics and Communication Engineering,OS,Gender-Neutral,100.0,0.0,13747.95279503151,13898.44482664878,14064.87637288109,-1099,-0.07905906049924466,-1.5811812099848932
2025,6,1,3,13601.0,13601,-0.0256976921336899,0.0256976921336899,0.0001889397260031,12849,OBC-NCL,NIT,NIT,Ambitious,13601,National Institute of Technology Meghalaya,Electrical and Electronics Engineering,OS,Gender-Neutral,100.0,0.0,13433.588249988448,13603.810023974042,13761.601971935464,-1399,-0.10286008381736637,-2.0572016763473275
2025,6,1,3,13265.0,13265,-0.0491226206104329,0.0491226206104329,0.0003703175319293,13068,OBC-NCL,NIT,NIT,Ambitious,13265,"National Institute of Technology, Mizoram",Electronics and Communication Engineering,OS,Gender-Neutral,100.0,0.0,13103.170068498734,13261.326920643238,13431.414385497097,-1735,-0.13079532604598568,-2.6159065209197134
2025,6,1,3,13103.0,13103,-0.0783668351377855,0.0783668351377855,0.0005980831499487,11365,OBC-NCL,NIT,NIT,Ambitious,13103,"National Institute of Technology, Andhra Pradesh",Electrical and Electronics Engineering,HS,Gender-Neutral,100.0,0.0,12933.60904950439,13102.567156490928,13265.56566000167,-1897,-0.14477600549492484,-2.895520109898497
2025,6,1,3,12767.0,12767,-0.0428488757170271,0.0428488757170271,0.0003356221173104,12716,OBC-NCL,NIT,NIT,Ambitious,12767,National Institute of Technology Sikkim,Electrical and Electronics Engineering,OS,Gender-Neutral,100.0,0.0,12611.430918825523,12764.228680311713,12926.761651857565,-2233,-0.17490404950262395,-3.498080990052479
2025,6,1,3,12722.0,12722,-0.0709639743909065,0.0709639743909065,0.0005578051752154,12273,OBC-NCL,NIT,NIT,Ambitious,12722,"National Institute of Technology, Manipur",Electronics and Communication Engineering,OS,Gender-Neutral,100.0,0.0,12548.572945410055,12720.54043515728,12886.977839434281,-2278,-0.17905989624272914,-3.5811979248545827
2025,6,1,3,12571.0,12571,-0.0693576970243157,0.0693576970243157,0.0005517277625035,12122,OBC-NCL,NIT,NIT,Ambitious,12571,National Institute of Technology Arunachal Pradesh,Electronics and Communication Engineering,OS,Gender-Neutral,100.0,0.0,12407.409637285971,12574.478348209988,12736.623398993854,-2429,-0.1932224962214621,-3.864449924429242
2025,6,1,3,12558.0,12558,-0.0609699095330142,0.0609699095330142,0.0004855065259835,10744,OBC-NCL,NIT,NIT,Ambitious,12558,National Institute of Technology Agartala,Electronics and Instrumentation Engineering,OS,Gender-Neutral,100.0,0.0,12395.415393839501,12555.051546615741,12707.598067177356,-2442,-0.19445771619684663,-3.8891543239369324
2025,6,1,3,12452.0,12452,-0.1315543221171538,0.1315543221171538,0.0010564915043137,7624,OBC-NCL,NIT,NIT,Ambitious,12452,National Institute of Technology Durgapur,Electronics and Communication Engineering,HS,Gender-Neutral,100.0,0.0,12291.034729048872,12452.207719435672,12627.4596191038,-2548,-0.20462576292964985,-4.0925152585929965
2025,6,1,3,11660.0,11660,-0.0932628771388408,0.0932628771388408,0.0007998531487036,10084,OBC-NCL,NIT,NIT,Ambitious,11660,"National Institute of Technology, Andhra Pradesh",Electrical and Electronics Engineering,OS,Gender-Neutral,100.0,0.0,11499.648201208809,11654.750601362317,11820.21344367442,-3340,-0.2864493996569468,-5.7289879931389365
2025,6,1,3,11380.0,11380,-0.1032376650327933,0.1032376650327933,0.0009071851057363,10428,OBC-NCL,NIT,NIT,Ambitious,11380,"National Institute of Technology, Srinagar",Electronics and Communication Engineering,OS,Gender-Neutral,100.0,0.0,11226.50793470691,11383.553042570114,11542.325208525792,-3620,-0.3181019332161687,-6.362038664323374
2025,6,1,3,11076.0,11076,-0.1336844764464331,0.1336844764464331,0.0012069743268908,10505,OBC-NCL,NIT,NIT,Ambitious,11076,National Institute of Technology Sikkim,Electronics and Communication Engineering,OS,Gender-Neutral,100.0,0.0,10911.529030788186,11073.904441013316,11232.437836492221,-3924,-0.3542795232936078,-7.085590465872156
2025,6,1,3,10711.0,10711,-0.1347039833999588,0.1347039833999588,0.0012576228494067,10047,OBC-NCL,NIT,NIT,Ambitious,10711,National Institute of Technology Puducherry,Electrical and Electronics Engineering,OS,Gender-Neutral,100.0,0.0,10549.055748371331,10711.81301723192,10880.446028908043,-4289,-0.40042946503594434,-8.008589300718887
2025,6,1,3,10293.0,10293,-0.1601808523955696,0.1601808523955696,0.0015562115262369,9591,OBC-NCL,NIT,NIT,Ambitious,10293,"National Institute of Technology, Uttarakhand",Electrical and Electronics Engineering,OS,Gender-Neutral,100.0,0.0,10125.93182509957,10295.48560633375,10464.094261369437,-4707,-0.45730107840279804,-9.14602156805596
2025,6,1,3,10275.0,10275,-0.2204725790397788,0.2204725790397788,0.0021457185308007,6810,OBC-NCL,NIT,NIT,Ambitious,10275,"National Institute of Technology, Kurukshetra",Microelectronics & VLSI Engineering,HS,Gender-Neutral,100.0,0.0,10088.455844853126,10272.492059014738,10431.027280775425,-4725,-0.45985401459854014,-9.197080291970803
2025,6,1,3,9594.0,9594,-0.1880236916695139,0.1880236916695139,0.0019598049996822,9155,OBC-NCL,NIT,NIT,Ambitious,9594,National Institute of Technology Meghalaya,Electronics and Communication Engineering,OS,Gender-Neutral,100.0,0.0,9422.518780551934,9596.536972783062,9766.948452045912,-5406,-0.5634771732332708,-11.269543464665418
2025,6,1,3,9224.0,9224,-0.216407558425999,0.216407558425999,0.0023461357158065,7740,OBC-NCL,NIT,NIT,Ambitious,9224,"National Institute of Technology, Andhra Pradesh",Electronics and Communication Engineering,HS,Gender-Neutral,100.0,0.0,9060.682339905285,9219.804057331767,9392.397909081888,-5776,-0.6261925411968777,-12.523850823937554
2025,6,1,3,9205.0,9205,-0.2099751441819535,0.2099751441819535,0.0022810987961103,7117,OBC-NCL,NIT,NIT,Ambitious,9205,"National Institute of Technology, Andhra Pradesh",Electronics and Communication Engineering,OS,Gender-Neutral,100.0,0.0,9043.3784534973,9207.642355017886,9367.729769040609,-5795,-0.6295491580662683,-12.590983161325367
2025,6,1,3,9087.0,9087,-0.2076360448863852,0.2076360448863852,0.0022849790347351,7943,OBC-NCL,NIT,NIT,Ambitious,9087,National Institute of Technology Agartala,Electronics and Communication Engineering,OS,Gender-Neutral,100.0,0.0,8931.118397569215,9090.623826667399,9254.753686540955,-5913,-0.650709805216243,-13.01419610432486
2025,6,1,3,9047.0,9047,-0.2804958717933914,0.2804958717933914,0.0031004296650093,5287,OBC-NCL,NIT,NIT,Ambitious,9047,"Sardar Vallabhbhai National Institute of Technology, Surat",Electronics and VLSI Engineering,HS,Gender-Neutral,100.0,0.0,8892.12322553456,9048.312431878356,9206.452705796179,-5953,-0.658008179507019,-13.160163590140378
2025,6,1,3,8984.0,8984,-0.2317061264257063,0.2317061264257063,0.0025790975782024,8606,OBC-NCL,NIT,NIT,Ambitious,8984,National Institute of Technology Patna,Electronics Engineering (VLSI Design and Technology),HS,Gender-Neutral,100.0,0.0,8815.992472369007,8977.954061012086,9139.60879523464,-6016,-0.6696349065004452,-13.392698130008904
2025,6,1,3,8638.0,8638,-0.2324468331607931,0.2324468331607931,0.0026909797772724,5795,OBC-NCL,NIT,NIT,Ambitious,8638,National Institute of Technology Delhi,Electronics and Communication Engineering,HS,Gender-Neutral,100.0,0.0,8468.223476804958,8638.225669146368,8801.196768401753,-6362,-0.7365130817318823,-14.730261634637646
2025,6,1,3,8527.0,8527,-0.3167378899961477,0.3167378899961477,0.0037145290254033,8461,OBC-NCL,NIT,NIT,Ambitious,8527,National Institute of Technology Patna,Electronics and Communication Engineering with Specialization in Microelectronics and VLSI System Design,HS,Gender-Neutral,100.0,0.0,8355.033872549882,8524.176559859468,8702.50953921961,-6473,-0.7591180954614754,-15.182361909229506
2025,6,1,3,8295.0,8295,-0.2580581559595885,0.2580581559595885,0.0031110085106641,7545,OBC-NCL,NIT,NIT,Ambitious,8295,National Institute of Technology Patna,Electronics Engineering (VLSI Design and Technology),OS,Gender-Neutral,100.0,0.0,8136.5364490262955,8298.66362364497,8457.311074987389,-6705,-0.8083182640144665,-16.16636528028933
2025,6,1,3,8293.0,8293,-0.2296381228916288,0.2296381228916288,0.0027690597237625,6438,OBC-NCL,NIT,NIT,Ambitious,8293,National Institute of Technology Goa,Electrical and Electronics Engineering,OS,Gender-Neutral,100.0,0.0,8124.406197209933,8299.591926557045,8458.622548644269,-6707,-0.8087543711563969,-16.175087423127938
2025,6,1,3,7971.0,7971,-0.2486552094196668,0.2486552094196668,0.00311949829908,6945,OBC-NCL,NIT,NIT,Ambitious,7971,"National Institute of Technology, Uttarakhand",Electronics and Communication Engineering,OS,Gender-Neutral,100.0,0.0,7806.634312945633,7971.615424571575,8129.11216838251,-7029,-0.881821603312006,-17.63643206624012
2025,6,1,3,7517.0,7517,-0.2720791994861429,0.2720791994861429,0.0036195184180676,6677,OBC-NCL,NIT,NIT,Ambitious,7517,National Institute of Technology Puducherry,Electronics and Communication Engineering,OS,Gender-Neutral,100.0,0.0,7348.402381547911,7513.854193274172,7682.340843211285,-7483,-0.9954769189836371,-19.909538379672743
2025,6,1,3,7470.0,7470,-0.2846238451002136,0.2846238451002136,0.0038102255033495,4343,OBC-NCL,NIT,NIT,Ambitious,7470,"Sardar Vallabhbhai National Institute of Technology, Surat",Electronics and Communication Engineering,HS,Gender-Neutral,100.0,0.0,7303.791441602544,7479.225692356949,7629.5123831933715,-7530,-1.0080321285140563,-20.160642570281126
2025,6,1,3,7318.0,7318,-0.2848259500124186,0.2848259500124186,0.0038921283139166,6628,OBC-NCL,NIT,NIT,Ambitious,7318,National Institute of Technology Patna,Electronics and Communication Engineering,HS,Gender-Neutral,100.0,0.0,7148.903779091879,7327.408759070715,7489.8781566058,-7682,-1.0497403662202787,-20.994807324405574
2025,6,1,3,7259.0,7259,-0.2662288122401151,0.2662288122401151,0.0036675687042308,6451,OBC-NCL,NIT,NIT,Ambitious,7259,"National Institute of Technology, Silchar",Electronics and Instrumentation Engineering,OS,Gender-Neutral,100.0,0.0,7100.932517880339,7257.7592271447875,7438.6212676952155,-7741,-1.0664003306240528,-21.328006612481055
2025,6,1,3,7136.0,7136,-0.3698946878948845,0.3698946878948845,0.0051835017922489,6884,OBC-NCL,NIT,NIT,Ambitious,7136,National Institute of Technology Patna,Electronics and Communication Engineering with Specialization in Microelectronics and VLSI System Design,OS,Gender-Neutral,100.0,0.0,6979.115592286241,7134.908298009129,7300.860657679556,-7864,-1.102017937219731,-22.04035874439462
2025,6,1,3,6762.0,6762,-0.3088182276451334,0.3088182276451334,0.0045669658036843,5312,OBC-NCL,NIT,NIT,Ambitious,6762,"National Institute of Technology, Kurukshetra",Electronics and Communication Engineering,HS,Gender-Neutral,100.0,0.0,6604.11535864914,6761.32308629583,6930.421378300373,-8238,-1.2182786157941436,-24.365572315882872
2025,6,1,3,6659.0,6659,-0.3021730436212237,0.3021730436212237,0.00453781414058,5926,OBC-NCL,NIT,NIT,Ambitious,6659,National Institute of Technology Hamirpur,Electronics and Communication Engineering,OS,Gender-Neutral,100.0,0.0,6493.68450684317,6657.754527159057,6810.673397324873,-8341,-1.2525904790509086,-25.051809581018173
2025,6,1,3,6574.0,6574,-0.295681432659876,0.295681432659876,0.0044977400769679,5924,OBC-NCL,NIT,NIT,Ambitious,6574,National Institute of Technology Patna,Electronics and Communication Engineering,OS,Gender-Neutral,100.0,0.0,6408.553396115674,6575.827830729013,6733.661858398305,-8426,-1.2817158503194401,-25.6343170063888
2025,6,1,3,6554.0,6554,-0.2959250349740614,0.2959250349740614,0.004515182102137,5866,OBC-NCL,NIT,NIT,Ambitious,6554,"National Institute of Technology, Rourkela",Electronics and Instrumentation Engineering,HS,Gender-Neutral,100.0,0.0,6396.8966540757665,6560.638106363418,6730.61814405638,-8446,-1.2886786695148,-25.773573390296
2025,6,1,3,6376.0,6376,-0.3459375064248888,0.3459375064248888,0.0054256196114317,5363,OBC-NCL,NIT,NIT,Ambitious,6376,National Institute of Technology Raipur,Electronics and Communication Engineering,OS,Gender-Neutral,100.0,0.0,6225.755384863915,6373.606106857163,6535.216825416827,-8624,-1.3525721455457966,-27.05144291091593
2025,6,1,3,6192.0,6192,-0.3249398248926809,0.3249398248926809,0.0052477361901272,5218,OBC-NCL,NIT,NIT,Ambitious,6192,National Institute of Technology Goa,Electronics and Communication Engineering,OS,Gender-Neutral,100.0,0.0,6017.919121205136,6196.3270961370945,6354.755995484453,-8808,-1.4224806201550388,-28.449612403100776
2025,6,1,3,6176.0,6176,-0.3948383178021686,0.3948383178021686,0.0063931074773667,5928,OBC-NCL,NIT,NIT,Ambitious,6176,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and VLSI Engineering,OS,Gender-Neutral,100.0,0.0,6005.755521371488,6180.580456936212,6352.740286640022,-8824,-1.4287564766839378,-28.575129533678755
2025,6,1,3,6149.0,6149,-0.3259523198448733,0.3259523198448733,0.0053008996559582,4498,OBC-NCL,NIT,NIT,Ambitious,6149,Maulana Azad National Institute of Technology Bhopal,Electronics and Communication Engineering,HS,Gender-Neutral,100.0,0.0,5983.293379408471,6149.584642444789,6312.091945966913,-8851,-1.4394210440722068,-28.788420881444136
2025,6,1,3,6119.0,6119,-0.3224638021965802,0.3224638021965802,0.0052698774668504,4744,OBC-NCL,NIT,NIT,Ambitious,6119,"National Institute of Technology, Silchar",Electronics and Communication Engineering,OS,Gender-Neutral,100.0,0.0,5957.756925103492,6115.511152637915,6277.074324782493,-8881,-1.4513809445987906,-29.027618891975813
2025,6,1,3,5871.0,5871,-0.331740805928348,0.331740805928348,0.0056504991641687,4751,OBC-NCL,NIT,NIT,Ambitious,5871,"Visvesvaraya National Institute of Technology, Nagpur",Electrical and Electronics Engineering,HS,Gender-Neutral,100.0,0.0,5711.789516944403,5867.154062559068,6040.5111354857945,-9129,-1.5549310168625448,-31.098620337250896
2025,6,1,3,5790.0,5790,-0.3313980568245824,0.3313980568245824,0.0057236279244314,4886,OBC-NCL,NIT,NIT,Ambitious,5790,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and Communication Engineering,OS,Gender-Neutral,100.0,0.0,5627.4207813189405,5786.443065723143,5950.913298606782,-9210,-1.5906735751295338,-31.813471502590676
2025,6,1,3,5759.0,5759,-0.3597656731371899,0.3597656731371899,0.0062470163767527,4834,OBC-NCL,NIT,NIT,Ambitious,5759,"National Institute of Technology, Rourkela",Electronics and Communication Engineering,HS,Gender-Neutral,100.0,0.0,5584.475898374055,5759.450189678575,5914.341871229304,-9241,-1.6046188574405278,-32.092377148810556
2025,6,1,3,5689.0,5689,-0.3968098903796999,0.3968098903796999,0.006975037623127,5375,OBC-NCL,NIT,NIT,Ambitious,5689,"Sardar Vallabhbhai National Institute of Technology, Surat",Electronics and VLSI Engineering,OS,Gender-Neutral,100.0,0.0,5514.211870639539,5687.08361256255,5850.268108795865,-9311,-1.6366672525927228,-32.73334505185446
2025,6,1,3,5641.0,5641,-0.3997133205393766,0.3997133205393766,0.0070858592543764,4731,OBC-NCL,NIT,NIT,Ambitious,5641,"National Institute of Technology, Kurukshetra",Microelectronics & VLSI Engineering,OS,Gender-Neutral,100.0,0.0,5482.088729773376,5638.206252054319,5808.693866224061,-9359,-1.6591029959227088,-33.18205991845418
2025,6,1,3,5454.0,5454,-0.3409758473335387,0.3409758473335387,0.0062518490526868,4125,OBC-NCL,NIT,NIT,Ambitious,5454,"Visvesvaraya National Institute of Technology, Nagpur",Electrical and Electronics Engineering,OS,Gender-Neutral,100.0,0.0,5290.004206884666,5454.9308825702665,5626.645131660469,-9546,-1.7502750275027503,-35.005500550055004
2025,6,1,3,5410.0,5410,-0.3523595150509209,0.3523595150509209,0.0065131148807933,3796,OBC-NCL,NIT,NIT,Ambitious,5410,Maulana Azad National Institute of Technology Bhopal,Electronics and Communication Engineering,OS,Gender-Neutral,100.0,0.0,5243.308318895835,5406.612455368155,5581.186431522562,-9590,-1.7726432532347505,-35.45286506469501
2025,6,1,3,5127.0,5127,-0.3661086908068682,0.3661086908068682,0.00714079755816,3863,OBC-NCL,NIT,NIT,Ambitious,5127,"Sardar Vallabhbhai National Institute of Technology, Surat",Electronics and Communication Engineering,OS,Gender-Neutral,100.0,0.0,4967.139487474059,5122.074217898746,5292.854157376475,-9873,-1.9256875365710941,-38.51375073142188
2025,6,1,3,5091.0,5091,-0.3435486019770906,0.3435486019770906,0.0067481556074855,4313,OBC-NCL,NIT,NIT,Ambitious,5091,National Institute of Technology Calicut,Electrical and Electronics Engineering,HS,Gender-Neutral,100.0,0.0,4918.712338626389,5090.26598299408,5244.539478135151,-9909,-1.9463759575721862,-38.927519151443725
2025,6,1,3,4922.0,4922,-0.3701183968660189,0.3701183968660189,0.0075196748652177,4582,OBC-NCL,NIT,NIT,Ambitious,4922,"National Institute of Technology, Jamshedpur",Electronics and Communication Engineering,HS,Gender-Neutral,100.0,0.0,4758.5967629879215,4922.167189126145,5109.145675663166,-10078,-2.0475416497358796,-40.950832994717594
2025,6,1,3,4730.0,4730,-0.3758985486801975,0.3758985486801975,0.0079471151940845,3389,OBC-NCL,NIT,NIT,Ambitious,4730,"National Institute of Technology, Jamshedpur",Electronics and Communication Engineering,OS,Gender-Neutral,100.0,0.0,4580.812471704114,4738.951105363511,4897.47356195002,-10270,-2.171247357293869,-43.424947145877375
2025,6,1,3,4705.0,4705,-0.3838397773033648,0.3838397773033648,0.0081581249161182,4244,OBC-NCL,NIT,NIT,Ambitious,4705,"National Institute of Technology, Kurukshetra",Electronics and Communication Engineering,OS,Gender-Neutral,100.0,0.0,4554.5557758892855,4710.056285229672,4862.775834389539,-10295,-2.1880977683315623,-43.76195536663125
2025,6,1,3,4703.0,4703,-0.383536682531485,0.383536682531485,0.0081551495328829,3367,OBC-NCL,NIT,NIT,Ambitious,4703,"Visvesvaraya National Institute of Technology, Nagpur",Electronics and Communication Engineering,HS,Gender-Neutral,100.0,0.0,4550.022172753991,4711.6022234648735,4876.115335983974,-10297,-2.18945354029343,-43.7890708058686
2025,6,1,3,4664.0,4664,-0.3697589399325807,0.3697589399325807,0.0079279361049009,3749,OBC-NCL,NIT,NIT,Ambitious,4664,"National Institute of Technology Karnataka, Surathkal",Electrical and Electronics Engineering,HS,Gender-Neutral,100.0,0.0,4508.184847278452,4658.564823342094,4816.459466780552,-10336,-2.216123499142367,-44.32246998284734
2025,6,1,3,4612.0,4612,-0.3823609583287179,0.3823609583287179,0.0082905671797206,3626,OBC-NCL,NIT,NIT,Ambitious,4612,National Institute of Technology Durgapur,Electronics and Communication Engineering,OS,Gender-Neutral,100.0,0.0,4446.484409868711,4610.358809108335,4774.44507972906,-10388,-2.2523850823937552,-45.0477016478751
2025,6,1,3,4430.0,4430,-0.3786217875494913,0.3786217875494913,0.0085467672133068,3093,OBC-NCL,NIT,NIT,Ambitious,4430,National Institute of Technology Calicut,Electrical and Electronics Engineering,OS,Gender-Neutral,100.0,0.0,4264.114242278511,4426.673195944666,4592.331016128494,-10570,-2.386004514672686,-47.72009029345372
2025,6,1,3,4292.0,4292,-0.4108229974099231,0.4108229974099231,0.009571831253726,3107,OBC-NCL,NIT,NIT,Ambitious,4292,National Institute of Technology Calicut,Electronics and Communication Engineering,HS,Gender-Neutral,100.0,0.0,4129.510497244066,4302.2648886739935,4463.785768551588,-10708,-2.494874184529357,-49.89748369058714
2025,6,1,3,4102.0,4102,-0.4019514284373144,0.4019514284373144,0.0097989134187546,3496,OBC-NCL,NIT,NIT,Ambitious,4102,"Visvesvaraya National Institute of Technology, Nagpur",Electronics and Communication Engineering,OS,Gender-Neutral,100.0,0.0,3934.361064244497,4101.466773668579,4264.455906312572,-10898,-2.6567528035104826,-53.13505607020965
2025,6,1,3,4096.0,4096,-0.401016396108389,0.401016396108389,0.0097904393581149,2697,OBC-NCL,NIT,NIT,Ambitious,4096,"National Institute of Technology, Warangal",Electrical and Electronics Engineering,HS,Gender-Neutral,100.0,0.0,3930.9348210243284,4097.537487315836,4263.085461611916,-10904,-2.662109375,-53.2421875
2025,6,1,3,4020.0,4020,-0.4017287156075326,0.4017287156075326,0.0099932516320281,3668,OBC-NCL,NIT,NIT,Ambitious,4020,National Institute of Technology Delhi,Electronics and Communication Engineering,OS,Gender-Neutral,100.0,0.0,3855.4624097352844,4021.8733874268155,4187.725761376733,-10980,-2.7313432835820897,-54.626865671641795
2025,6,1,3,3932.0,3932,-0.3923363250396505,0.3923363250396505,0.009978034716166,2915,OBC-NCL,NIT,NIT,Ambitious,3932,"National Institute of Technology, Rourkela",Electronics and Instrumentation Engineering,OS,Gender-Neutral,100.0,0.0,3755.5717750973936,3924.3368717314534,4092.1455820834876,-11068,-2.814852492370295,-56.2970498474059
2025,6,1,3,3862.0,3862,-0.4204097160018136,0.4204097160018136,0.0108858031072453,2680,OBC-NCL,NIT,NIT,Ambitious,3862,"National Institute of Technology Karnataka, Surathkal",Electronics and Communication Engineering,HS,Gender-Neutral,100.0,0.0,3704.802484654115,3864.5076107209925,4035.628879813985,-11138,-2.883997928534438,-57.67995857068876
2025,6,1,3,3714.0,3714,-0.4122806016912363,0.4122806016912363,0.0111007162544759,2769,OBC-NCL,NIT,NIT,Ambitious,3714,Malaviya National Institute of Technology Jaipur,Electronics and Communication Engineering,OS,Gender-Neutral,100.0,0.0,3550.821699457084,3717.7025222455272,3882.126395184185,-11286,-3.038772213247173,-60.77544426494346
2025,6,1,3,3676.0,3676,-0.4267869459290523,0.4267869459290523,0.0116100910209209,2626,OBC-NCL,NIT,NIT,Ambitious,3676,Motilal Nehru National Institute of Technology Allahabad,Electronics and Communication Engineering,HS,Gender-Neutral,100.0,0.0,3519.0455721517606,3679.855438082929,3830.667716613953,-11324,-3.0805223068552774,-61.61044613710555
2025,6,1,3,3569.0,3569,-0.4273655861925363,0.4273655861925363,0.0119743789911049,2648,OBC-NCL,NIT,NIT,Ambitious,3569,Malaviya National Institute of Technology Jaipur,Electronics and Communication Engineering,HS,Gender-Neutral,100.0,0.0,3400.1316601254434,3566.3912358161797,3729.5093765087486,-11431,-3.202857943401513,-64.05715886803026
2025,6,1,3,3035.0,3035,-0.4297849695394689,0.4297849695394689,0.0141609545153037,2175,OBC-NCL,NIT,NIT,Ambitious,3035,"National Institute of Technology, Warangal",Electrical and Electronics Engineering,OS,Gender-Neutral,100.0,0.0,2879.416484463603,3030.8706221414996,3194.4322372504853,-11965,-3.942339373970346,-78.84678747940691
2025,6,1,3,2976.0,2976,-0.443031786580832,0.443031786580832,0.0148868207856462,1937,OBC-NCL,NIT,NIT,Ambitious,2976,Motilal Nehru National Institute of Technology Allahabad,Electronics and Communication Engineering,OS,Gender-Neutral,100.0,0.0,2824.083163665685,2974.633750495289,3154.834992837173,-12024,-4.040322580645161,-80.80645161290322
2025,6,1,3,2961.0,2961,-0.4387903854621982,0.4387903854621982,0.0148189930922728,2202,OBC-NCL,NIT,NIT,Ambitious,2961,National Institute of Technology Calicut,Electronics and Communication Engineering,OS,Gender-Neutral,100.0,0.0,2802.264913101856,2956.2181542440135,3110.190792140324,-12039,-4.065856129685917,-81.31712259371835
2025,6,1,3,2537.0,2537,-0.4566108117978729,0.4566108117978729,0.0179980611666485,2136,OBC-NCL,NIT,NIT,Ambitious,2537,"National Institute of Technology, Tiruchirappalli",Electrical and Electronics Engineering,HS,Gender-Neutral,100.0,0.0,2372.8873405063605,2537.297722972975,2700.035642221125,-12463,-4.912495072920772,-98.24990145841545
2025,6,1,3,2498.0,2498,-0.4496450556434865,0.4496450556434865,0.0180002023876495,2122,OBC-NCL,NIT,NIT,Ambitious,2498,"National Institute of Technology Karnataka, Surathkal",Electrical and Electronics Engineering,OS,Gender-Neutral,100.0,0.0,2348.539563348746,2494.502463876601,2658.797902387342,-12502,-5.00480384307446,-100.0960768614892
