year,round,category_encoded,institute_type_encoded,actual_closing_rank,predicted_closing_rank,residual,abs_error,pct_error
2025,5,0,1,1331.0,1328,3.199510011122129,3.199510011122129,0.2403839226988827
2025,6,0,1,1448.0,1458,-9.906995334059047,9.906995334059047,0.6841847606394369
2025,1,1,1,6583.0,5876,707.2146288673339,707.2146288673339,10.743044643283213
2025,2,1,1,6583.0,6595,-11.655799809373093,11.655799809373093,0.17705908870382947
2025,3,1,1,6583.0,6517,66.20591614166369,66.20591614166369,1.005710407742119
2025,4,1,1,6583.0,6510,73.00219205296798,73.00219205296798,1.1089502058782923
2025,5,1,1,6583.0,6510,72.72052538630214,72.72052538630214,1.1046715082227274
2025,6,1,1,6583.0,6567,15.839215625299403,15.839215625299403,0.2406078630609054
2025,1,1,1,3233.0,3501,-267.7730151957794,267.7730151957794,8.282493510540656
2025,1,1,1,229.0,248,-19.219911079523655,19.219911079523655,8.392974270534346
2025,2,1,1,3300.0,3628,-328.3849506094507,328.3849506094507,9.951059109377294
2025,2,1,1,229.0,248,-19.219911079523655,19.219911079523655,8.392974270534346
2025,3,1,1,3300.0,3628,-328.3849506094507,328.3849506094507,9.951059109377294
2025,3,1,1,229.0,248,-19.219911079523655,19.219911079523655,8.392974270534346
2025,4,1,1,3300.0,3628,-328.3849506094507,328.3849506094507,9.951059109377294
2025,4,1,1,229.0,249,-20.292941382554005,20.292941382554005,8.861546455263758
2025,5,1,1,3311.0,3668,-357.2691536031798,357.2691536031798,10.79037008768287
